epoch,train_loss,train_acc,test_loss,test_acc,test_acc_top5,lr,best_acc
0,4.230212680445422,5.966862416107382,3.787955380923024,9.463388844832144,31.456515992598465,0.0005,9.463388844832144
1,3.7062224941765702,14.303691275167786,3.3836731390760213,15.543219666931007,45.17578641289982,0.0004996573836886434,15.543219666931007
2,3.4191598364170765,20.80536912751678,3.1478606707955867,20.539254559873118,52.52445149352366,0.0004986304738420682,20.539254559873118
3,3.1260448238193588,28.481543624161073,2.806839457397703,27.914353687549564,59.8466825270949,0.0004969220851487844,27.914353687549564
4,2.887919024333058,35.31879194630873,2.581379033445902,33.99418450964843,65.66217287866772,0.0004945369001834514,33.99418450964843
5,2.7398993874956297,37.57340604026846,2.4172398141537776,37.13983610890828,72.11208035950304,0.0004914814565722671,37.13983610890828
6,2.4344558553807687,41.369546979865774,2.386137534158431,39.33386201427439,71.76843774781919,0.00048776412907378846,39.33386201427439
7,2.1643511170908907,46.18288590604027,2.306778942722509,41.580756013745706,75.83928099392017,0.00048339510662430044,41.580756013745706
8,2.0315246968061333,50.272651006711406,2.239282660184321,45.7837694951097,77.08168120539254,0.0004783863644106502,45.7837694951097
9,1.8893448016387504,53.56543624161074,2.0735675640248634,45.149352365847214,78.05974094633889,0.00047275163104709196,45.7837694951097
10,1.7839853875589051,57.214765100671144,1.942062249471673,49.299497753106,81.62833729844039,0.00046650635094610973,49.299497753106
11,1.723471882659317,59.36451342281879,1.8412224294771884,50.85910652920962,81.52260111022997,0.00045966764198635603,50.85910652920962
12,1.6313046172961292,63.601090604026844,1.9505368864728507,49.80174464710547,80.57097541633624,0.0004522542485937369,50.85910652920962
13,1.5511136756047306,65.59354026845638,1.8213532823057927,53.95189003436426,83.24081416864922,0.00044428649036424276,53.95189003436426
14,1.488294492931974,67.77474832214764,1.7516867061660872,54.79777954004758,83.45228654507005,0.0004357862063693486,54.79777954004758
15,1.4153211834846726,70.59563758389261,1.7439928757523595,55.96087761036215,84.06026962727994,0.0004267766952966369,55.96087761036215
16,1.360643843176381,71.96937919463087,1.6844239043962568,56.72746497488765,85.46127412106793,0.0004172826515897146,56.72746497488765
17,1.3152364214394716,74.45469798657719,1.704611994934687,57.83769495109701,85.01189532117367,0.0004073300977624594,57.83769495109701
18,1.272363774228416,76.4261744966443,1.6863728286159312,59.47660586835845,85.1969336505419,0.0003969463130731183,59.47660586835845
19,1.2152180972715352,77.83137583892618,1.563174127492519,60.77187417393603,85.72561459159397,0.0003861597587537568,60.77187417393603
20,1.191747332379322,79.1631711409396,1.5982928145602995,59.92598466825271,87.2852233676976,0.000375,60.77187417393603
21,1.145190854600612,80.61031879194631,1.5563799715092532,60.77187417393603,86.6243721913825,0.00036349762493488667,60.77187417393603
22,1.1249138934900296,82.2881711409396,1.4924953340885345,61.74993391488237,87.76103621464446,0.0003516841607689501,61.74993391488237
23,1.0834678008452359,83.79823825503355,1.4374471041313592,63.335976738038596,88.15754692043352,0.00033959198738632514,63.335976738038596
24,1.0479438345904317,83.99748322147651,1.455957149028652,62.939466032249534,87.60243193232884,0.00032725424859373687,63.335976738038596
25,1.0264704432463485,85.71728187919463,1.5176522218768256,62.56938937351308,86.83584456780333,0.00031470476127563017,63.335976738038596
26,0.9847864890658615,86.56669463087249,1.4665444325808334,62.96590007930214,87.17948717948718,0.00030197792270443975,63.335976738038596
27,0.9732581573044694,87.7621644295302,1.4684497538994394,64.02326196140629,87.39095955590801,0.0002891086162600577,64.02326196140629
28,0.9226539480006135,88.68498322147651,1.4654924694646643,64.41977266719535,88.13111287338091,0.00027613211581691336,64.41977266719535
29,0.9152156251588924,89.60780201342281,1.3356753283003289,65.45070050224689,88.60692572032778,0.00026308398906073593,65.45070050224689
30,0.90488225081623,90.28942953020135,1.3827216741492312,64.44620671424795,88.65979381443299,0.00025000000000000006,65.45070050224689
31,0.8759186632881228,90.52013422818791,1.3540254186581846,66.53449643140365,89.24134284959027,0.00023691601093926408,66.53449643140365
32,0.8581435407368129,91.86241610738254,1.3444942460310954,65.87364525508855,88.42188739095955,0.00022386788418308668,66.53449643140365
33,0.8462040303337494,92.48112416107382,1.3272862426509247,66.64023261961407,89.24134284959027,0.0002108913837399423,66.64023261961407
34,0.8262769733899392,93.07885906040268,1.3168562823365424,66.74596880782448,89.37351308485329,0.00019802207729556018,66.74596880782448
35,0.8197136821362796,93.21518456375838,1.3230762903632987,66.8252709489823,88.95056833201163,0.00018529523872436987,66.8252709489823
36,0.7905731056160574,93.95973154362416,1.3411544937637474,66.1644197726672,89.21490880253766,0.0001727457514062632,66.8252709489823
37,0.7862539258379264,94.17994966442953,1.2931597415587275,66.40232619614063,89.71715569653713,0.00016040801261367496,66.8252709489823
38,0.7545981646184153,94.7881711409396,1.2780146247458906,67.45968807824478,89.98149616706317,0.00014831583923105002,67.45968807824478
39,0.7499493193506395,95.19714765100672,1.2618937126518146,67.90906687813904,89.92862807295796,0.00013650237506511334,67.90906687813904
40,0.7490831307516802,95.55369127516778,1.2829477481983214,67.38038593708697,89.34707903780068,0.00012500000000000008,67.90906687813904
41,0.7427076408327026,95.7005033557047,1.2655327095734579,66.9045730901401,89.55855141422151,0.00011384024124624333,67.90906687813904
42,0.7304707944593174,95.88926174496645,1.264447561780076,67.85619878403384,90.060798308221,0.00010305368692688177,67.90906687813904
43,0.708034156152866,96.25629194630872,1.2483144017271728,67.45968807824478,89.77002379064234,9.26699022375407e-05,67.90906687813904
44,0.7237861642501499,96.34018456375838,1.2395627951451846,67.85619878403384,90.21940259053662,8.271734841028555e-05,67.90906687813904
45,0.6995408596008416,96.85402684563758,1.2481188280633477,68.17340734866508,90.56304520222047,7.322330470336315e-05,68.17340734866508
46,0.6970776748037179,96.95889261744966,1.2373366359677418,69.25720327782183,90.37800687285224,6.421379363065152e-05,69.25720327782183
47,0.68352427123577,97.05327181208054,1.2145755614296583,68.96642876024319,90.48374306106265,5.5713509635757295e-05,69.25720327782183
48,0.6856494679446988,97.03229865771812,1.2156259250993802,69.62727993655828,90.48374306106265,4.774575140626318e-05,69.62727993655828
49,0.6783767695094916,97.23154362416108,1.2202010537908092,68.96642876024319,90.74808353158869,4.0332358013644026e-05,69.62727993655828
50,0.6622930611139975,97.25251677852349,1.2316113063780492,68.83425852498017,89.92862807295796,3.349364905389033e-05,69.62727993655828
51,0.6676743221062942,97.68246644295301,1.2178581867336502,69.86518636003171,90.35157282579964,2.724836895290806e-05,69.86518636003171
52,0.6584626893769174,97.79781879194631,1.2128336160169717,69.12503304255881,90.45730901401005,2.161363558934976e-05,69.86518636003171
53,0.6590457598635014,97.89219798657719,1.2027309716708945,69.38937351308485,90.51017710811526,1.6604893375699568e-05,69.86518636003171
54,0.6656883008928107,97.94463087248322,1.2149709605237904,69.045730901401,90.27227068464182,1.2235870926211619e-05,69.86518636003171
55,0.6600189958542786,97.68246644295301,1.2170605466317286,68.93999471319059,90.40444091990484,8.518543427732923e-06,69.86518636003171
56,0.6502071841051115,97.87122483221476,1.2128532567479262,69.36293946603224,90.66878139043088,5.463099816548579e-06,69.86518636003171
57,0.6483131162072188,97.98657718120805,1.204458648869199,69.44224160719006,90.74808353158869,3.077914851215586e-06,69.86518636003171
58,0.656781241747757,98.11241610738254,1.1996506479660607,69.57441184245307,90.56304520222047,1.3695261579316502e-06,69.86518636003171
59,0.6412414684891701,97.79781879194631,1.206167100757132,69.12503304255881,90.93312186095692,3.4261631135654184e-07,69.86518636003171
