epoch,train_loss,train_acc,test_loss,test_acc,test_acc_top5,lr,best_acc
0,4.250427558980601,5.604534005037784,4.548498219105102,4.493787998942638,17.023526301876817,0.0008,4.493787998942638
1,3.6967532538647014,12.720403022670025,4.821727909614508,6.608511763150938,24.213587100185038,0.0007994518139018296,6.608511763150938
2,3.3334295821730375,19.741813602015114,4.743652591811202,8.643933386201427,28.25799629923341,0.0007978087581473094,8.643933386201427
3,3.01704837333045,26.311922753988245,4.741877661726949,11.683848797250858,30.478456251652126,0.0007950753362380552,11.683848797250858
4,2.764485050508898,31.90596137699412,4.9762122655652234,12.291831879460746,31.35077980438805,0.0007912590402935224,12.291831879460746
5,2.5318593903813014,37.426532325776655,4.8326346269209735,15.173143008194554,36.26751255617235,0.0007863703305156274,15.173143008194554
6,2.293830273733932,42.72670025188917,4.295252119142985,16.8913560666138,40.94633888448321,0.0007804226065180616,16.8913560666138
7,2.0924407342819484,48.163308144416455,4.929347993455928,16.33624107850912,38.567274649748875,0.0007734321705988808,16.8913560666138
8,1.9059046876220318,53.27455919395466,5.4344692620656305,15.992598466825271,39.36029606132699,0.0007654181830570405,16.8913560666138
9,1.7267059542670358,57.78757346767422,5.14267068397044,19.587628865979383,41.501453872587895,0.0007564026096753473,19.587628865979383
10,1.5362952795977556,63.066750629722925,5.472687668690693,18.530266983875233,41.210679355009255,0.0007464101615137757,19.587628865979383
11,1.3974577188491821,66.83459277917716,5.608747021911827,18.95321173671689,42.585249801744645,0.0007354682271781698,19.587628865979383
12,1.2380109671081043,71.3056255247691,5.585850834373819,19.957705524715834,43.77478191911182,0.0007236067977499792,19.957705524715834
13,1.1147800994760144,73.91897565071369,5.329381597505308,21.464446206714246,45.0436161776368,0.0007108583845827886,21.464446206714246
14,1.0160826660073374,76.78421494542401,4.989037518837828,24.45149352365847,48.717948717948715,0.0006972579301909579,24.45149352365847
15,0.8985010107758664,79.77539882451721,5.822483032114633,21.438012159661643,46.391752577319586,0.0006828427124746191,24.45149352365847
