epoch,train_loss,train_acc,test_loss,test_acc,test_acc_top5,lr,best_acc
0,4.206430481984311,6.008808724832215,3.6458056797402705,11.763150938408671,35.448057097541636,0.0005,11.763150938408671
1,3.728666140729149,13.643036912751677,3.2182293780859017,17.10282844303463,49.035157282579966,0.0004996573836886434,17.10282844303463
2,3.424936882201457,20.40687919463087,3.0436731669879484,22.627544277028814,53.05313243457574,0.0004986304738420682,22.627544277028814
3,3.1244188587137516,29.08976510067114,2.6551075962968143,31.74729051017711,64.7634152788792,0.0004969220851487844,31.74729051017711
4,2.8895751289873317,35.32927852348993,2.6334329223052997,33.042558815754695,64.31403647898493,0.0004945369001834514,33.042558815754695
5,2.6948504717958053,41.00251677852349,2.432294233432057,36.42611683848797,69.7330161247687,0.0004914814565722671,36.42611683848797
6,2.4879793544743687,47.839765100671144,2.2553908618833223,41.36928363732488,73.19587628865979,0.00048776412907378846,41.36928363732488
7,2.3365621738785864,52.59018456375839,2.162486102194689,43.48400740153318,73.80385937086967,0.00048339510662430044,43.48400740153318
8,2.1521058774634496,58.693372483221474,2.0451059392794964,46.18028020089876,77.34602167591858,0.0004783863644106502,46.18028020089876
9,2.057876242287207,61.577181208053695,1.906310537647325,49.59027227068464,79.75151995770553,0.00047275163104709196,49.59027227068464
10,1.927531231969795,65.70889261744966,1.8863949226759553,51.149881046788266,80.43880518107322,0.00046650635094610973,51.149881046788266
11,1.8358293591729746,69.29530201342281,1.7879679225091736,53.42320909331219,81.36399682791435,0.00045966764198635603,53.42320909331219
12,1.7296269684029906,72.90268456375838,1.7512967277071068,53.87258789320645,82.60639703938674,0.0004522542485937369,53.87258789320645
13,1.6719217242410518,75.33557046979865,1.7652541577674206,53.476077187417395,82.57996299233413,0.00044428649036424276,53.87258789320645
14,1.6061593100128557,77.76845637583892,1.7147998482721558,55.6172349986783,82.20988633359768,0.0004357862063693486,55.6172349986783
15,1.5526936892295045,79.19463087248322,1.7660812923210563,54.79777954004758,81.78694158075601,0.0004267766952966369,55.6172349986783
16,1.4845797625564088,81.43875838926175,1.6682701224282466,57.494052339413166,83.50515463917526,0.0004172826515897146,57.494052339413166
17,1.4314475521545282,83.54656040268456,1.656016812386287,56.383822363203805,84.5096484271742,0.0004073300977624594,57.494052339413166
18,1.3962380260029095,84.95176174496645,1.6417227585480196,57.94343113930743,83.0822098863336,0.0003969463130731183,57.94343113930743
19,1.341358858666964,86.44085570469798,1.6348738974123256,57.94343113930743,84.40391223896378,0.0003861597587537568,57.94343113930743
20,1.3086727431556522,87.83557046979865,1.6354432041418796,58.710018503832934,84.32461009780597,0.000375,58.710018503832934
21,1.279447764158249,89.04152684563758,1.5983947028629748,59.39730372720064,84.40391223896378,0.00036349762493488667,59.39730372720064
22,1.242429924891299,90.14261744966443,1.5576062360012812,60.66613798572561,84.64181866243722,0.0003516841607689501,60.66613798572561
