epoch,train_loss,train_acc,test_loss,test_acc,test_acc_top5,lr,best_acc
0,4.234812307677813,4.939177852348993,3.7894722405105177,9.331218609569126,29.63256674596881,0.0005,9.331218609569126
1,3.8524800002974953,10.947986577181208,3.5421075941928315,11.736716891356066,37.72138514406556,0.0004996573836886434,11.736716891356066
2,3.546149897895403,17.764261744966444,3.0971172755904655,20.274914089347078,52.577319587628864,0.0004986304738420682,20.274914089347078
3,3.227182164688238,25.9123322147651,2.836433966135241,26.67195347607719,59.740946338884484,0.0004969220851487844,26.67195347607719
4,2.9954732892497273,32.1623322147651,2.795436942952353,27.782183452286546,59.71451229183188,0.0004945369001834514,27.782183452286546
5,2.7976888006165526,37.33221476510067,2.4877324636228937,34.20565688606926,68.19984139571768,0.0004914814565722671,34.20565688606926
6,2.60176301522543,43.75,2.3112482388058004,39.22812582606397,71.90060798308221,0.00048776412907378846,39.22812582606397
7,2.4324506831249133,49.12961409395973,2.339479648843191,39.12238963785356,71.1075865715041,0.00048339510662430044,39.22812582606397
8,2.2657079110609604,54.87625838926174,2.1490429728364555,43.034628601638914,74.72905101771082,0.0004783863644106502,43.034628601638914
9,2.1228355603330087,59.616191275167786,2.0690599109267485,45.67803330689929,76.13005551149881,0.00047275163104709196,45.67803330689929
10,2.0017975554770273,63.59060402684564,1.993996582742157,47.924927306370606,78.24477927570712,0.00046650635094610973,47.924927306370606
11,1.8936854530900917,67.81669463087249,1.950235973235132,49.64314036478985,79.30214115781126,0.00045966764198635603,49.64314036478985
12,1.7824239350805346,71.14093959731544,1.8991131724549952,51.4142215173143,79.61934972244251,0.0004522542485937369,51.4142215173143
13,1.7173226245697712,73.76258389261746,1.8980420845512231,52.52445149352366,78.53555379328576,0.00044428649036424276,52.52445149352366
14,1.6377807495578023,76.10109060402685,1.805209960125755,54.42770288131113,79.98942638117896,0.0004357862063693486,54.42770288131113
15,1.5726582611967252,78.42911073825503,1.8779100890264226,53.15886862278615,79.19640496960085,0.0004267766952966369,54.42770288131113
16,1.5106100306014887,80.79907718120805,1.7921740068445249,54.2162305048903,80.86174993391488,0.0004172826515897146,54.42770288131113
17,1.4532550357332166,83.05369127516778,1.7923132728528257,55.14142215173143,80.17446471054718,0.0004073300977624594,55.14142215173143
18,1.414420308482727,84.09186241610739,1.819480930974236,55.088554057626226,80.3330689928628,0.0003969463130731183,55.14142215173143
