epoch,train_loss,train_acc,eval_loss,eval_acc,eval_acc_top5,lr,best_eval_acc
0,4.4335903151210765,3.2332251082251084,4.148210062529288,6.888472352389878,21.602624179943767,5e-05,6.888472352389878
1,3.962019883192979,7.399891774891775,3.8903387584972293,9.653233364573572,28.25679475164011,4.997807075247146e-05,9.653233364573572
2,3.7126020951704546,11.079545454545455,3.7220599704964092,12.32427366447985,34.910965323336455,4.991232148123761e-05,12.32427366447985
3,3.474450544877486,15.679112554112555,3.507950879975581,15.932521087160262,43.673851921274604,4.9802867532861956e-05,15.932521087160262
4,3.287609893006164,18.84469696969697,3.462932073634254,19.119025304592316,42.596063730084346,4.964990092676263e-05,19.119025304592316
5,9.175912275974884,19.00703463203463,3.423682508003857,17.900656044985944,43.111527647610124,4.9453690018345144e-05,19.119025304592316
6,8.626394961819503,18.898809523809526,3.5246384771717074,18.60356138706654,44.56419868791003,4.9214579028215776e-05,19.119025304592316
7,8.484546309425717,20.265151515151516,3.391778779789568,19.868791002811623,46.76663542642924,4.893298743830168e-05,19.868791002811623
8,8.054609836438,22.4025974025974,3.5805015252255457,19.587628865979383,48.781630740393624,4.8609409255937036e-05,19.868791002811623
9,7.781274390427065,23.187229437229437,3.4037152692996795,23.66447985004686,50.7029053420806,4.824441214720629e-05,23.66447985004686
10,7.528903900802909,24.147727272727273,3.639361391809351,22.071227741330834,49.95313964386129,4.783863644106503e-05,23.66447985004686
11,7.053952539638007,25.91991341991342,3.929074662750641,21.69634489222118,51.4058106841612,4.739279400598533e-05,23.66447985004686
12,6.793791007169913,28.138528138528137,4.081974905790742,22.446110590440487,53.65510777881912,4.69076670010966e-05,23.66447985004686
13,6.590293704689323,28.990800865800868,3.6685030056476147,24.133083411433926,54.35801312089972,4.638410650401268e-05,24.133083411433926
14,6.254500750339393,30.26244588744589,3.7685492673317964,24.461105904404874,52.85848172446111,4.5823031017752506e-05,24.461105904404874
15,6.133167712203352,31.899350649350648,3.485750245735147,25.679475164011247,54.31115276476101,4.5225424859373704e-05,25.679475164011247
16,5.81004659231607,33.482142857142854,3.784510053757093,26.288659793814432,56.279287722586695,4.4592336433146014e-05,26.288659793814432
17,5.583097595673103,34.78084415584416,3.6931303327286926,26.429240862230554,56.41986879100281,4.392487639129393e-05,26.429240862230554
18,5.4969971468954375,36.29599567099567,3.6036384147020177,27.928772258669166,58.90346766635427,4.322421568553531e-05,27.928772258669166
19,5.304920757487738,37.22943722943723,3.6252149923895716,28.912839737582004,59.044048734770385,4.249158351283416e-05,28.912839737582004
20,5.029694762064781,39.109848484848484,3.7458304361193226,27.788191190253045,58.38800374882849,4.172826515897147e-05,28.912839737582004
21,4.898812095840256,40.63852813852814,3.7044095634967227,28.81911902530459,59.1846298031865,4.0935599743717254e-05,28.912839737582004
22,4.837826844933745,41.883116883116884,4.126107725732887,28.350515463917525,58.29428303655108,4.0114977871559384e-05,28.912839737582004
23,4.691355539090706,42.72186147186147,3.794366256645492,29.803186504217432,58.85660731021556,3.92678391921108e-05,29.803186504217432
24,4.552609841286878,43.66883116883117,3.743291569124792,29.287722586691658,61.57450796626054,3.8395669874474915e-05,29.803186504217432
25,4.404560332690482,45.25162337662338,3.809241750470477,30.50609184629803,60.30927835051546,3.75e-05,30.50609184629803
26,4.425322714306059,46.33387445887446,3.9308785405132185,30.318650421743204,62.980318650421744,3.6582400877996546e-05,30.50609184629803
27,4.306033962732785,47.32142857142857,3.7704220738719307,31.490159325210872,61.10590440487348,3.564448228912682e-05,31.490159325210872
28,4.210293545093371,49.120670995671,3.839258680470993,29.94376757263355,61.05904404873477,3.4687889661302576e-05,31.490159325210872
29,4.047820774765758,49.66179653679654,3.792502975285109,31.724461105904403,60.96532333645736,3.3714301183045385e-05,31.724461105904403
30,3.87751017968892,51.217532467532465,3.816175766324148,31.63074039362699,61.05904404873477,3.272542485937369e-05,31.724461105904403
31,3.823269585252324,52.21861471861472,4.05046347076913,30.83411433926898,62.55857544517338,3.172299551538164e-05,31.724461105904403
32,3.875417422680628,51.88041125541125,3.8290610014554374,32.47422680412371,62.32427366447985,3.07087717527664e-05,32.47422680412371
33,3.6691897506321665,53.77435064935065,3.902583222581386,32.28678537956888,62.277413308341146,2.9684532864643126e-05,32.47422680412371
34,3.664674495205735,54.57251082251082,3.851776256221639,32.56794751640113,62.839737582005625,2.86520757140603e-05,32.56794751640113
35,3.580382085981823,55.58712121212121,3.897577264315633,33.88003748828491,63.07403936269915,2.761321158169135e-05,33.88003748828491
36,3.5662535044537993,55.73593073593074,3.8959482826131913,34.02061855670103,64.058106841612,2.6569762988232842e-05,34.02061855670103
37,3.440656641603032,56.53409090909091,4.036208060263694,32.427366447985,64.0112464854733,2.552356049708393e-05,34.02061855670103
38,3.383694480249892,58.00865800865801,3.8625951243988688,33.55201499531397,63.495782567947515,2.4476439502916087e-05,34.02061855670103
39,3.3289329102545073,57.981601731601735,3.906904735962922,34.4892221180881,63.73008434864105,2.3430237011767174e-05,34.4892221180881
40,3.2490113542709516,59.07738095238095,3.875335795530786,34.11433926897845,63.82380506091846,2.238678841830867e-05,34.4892221180881
41,3.2218109183497243,59.5508658008658,3.794422818269256,34.864104967197754,64.43298969072166,2.134792428593972e-05,34.864104967197754
