epoch,train_loss,train_acc,eval_loss,eval_acc,eval_acc_top5,lr,best_eval_acc
16,1.6659827135600054,66.30140692640693,2.3967447835592433,44.14245548266167,74.92970946579194,0.0004172826515897146,45.0796626054358
17,1.5543491488153285,68.83116883116882,2.211688063920047,48.96907216494845,76.99156513589503,0.0004073300977624594,48.96907216494845
18,1.4937691591776812,71.13095238095238,2.496488298393346,45.0796626054358,76.0074976569822,0.0003969463130731183,48.96907216494845
19,1.4363071162463266,72.74080086580086,2.4924887705318484,50.234301780693535,78.58481724461106,0.0003861597587537568,50.234301780693535
20,1.3353002893202233,75.73051948051948,2.194669372530439,49.95313964386129,79.38144329896907,0.000375,50.234301780693535
21,1.278978873382915,77.32683982683983,2.244038405436272,51.12464854732896,77.97563261480788,0.00036349762493488667,51.12464854732896
22,1.2303736385328945,78.88257575757575,2.2550632694444595,49.671977507029055,76.38238050609185,0.0003516841607689501,51.12464854732896
23,1.1431349477210602,81.00649350649351,2.2509503586334723,51.452671040299904,77.88191190253046,0.00033959198738632514,51.452671040299904
24,1.0820426768038696,82.31872294372295,2.1520463721486265,51.82755388940956,78.30365510777882,0.00032725424859373687,51.82755388940956
25,1.043140487882482,83.49567099567099,2.1200722663784655,53.70196813495782,79.10028116213684,0.00031470476127563017,53.70196813495782
26,0.9880915302218813,84.87554112554112,2.148877133134379,52.1087160262418,78.72539831302718,0.00030197792270443975,53.70196813495782
27,0.9554166966057444,86.30952380952381,2.1118757975023263,54.49859418931584,80.13120899718838,0.0002891086162600577,54.49859418931584
28,0.9329379149974683,87.60822510822511,2.1571522593609953,53.23336457357076,80.55295220243674,0.00027613211581691336,54.49859418931584
29,0.9020920992542655,87.4323593073593,2.1010324750532026,53.88940955951265,79.70946579194002,0.00026308398906073593,54.49859418931584
30,0.8356719945932364,89.24512987012987,2.0673361493251874,55.01405810684161,78.95970009372071,0.00025000000000000006,55.01405810684161
31,0.7960931001416532,90.23268398268398,1.9499863302361329,56.13870665417057,80.45923149015933,0.00023691601093926408,56.13870665417057
32,0.7822869610992861,90.47619047619048,1.9950348336560322,55.48266166822868,79.75632614807873,0.00022386788418308668,56.13870665417057
33,0.7438609348489092,90.9090909090909,2.0267058879053246,55.48266166822868,81.95876288659794,0.0002108913837399423,56.13870665417057
34,0.735043714250321,91.61255411255411,2.0984870253485166,55.48266166822868,79.6157450796626,0.00019802207729556018,56.13870665417057
35,0.6950097375617915,92.72186147186147,2.025317259167776,56.09184629803187,81.49015932521087,0.00018529523872436987,56.13870665417057
36,0.6780624161938053,93.24945887445888,2.103445965325374,53.74882849109653,80.03748828491096,0.0001727457514062632,56.13870665417057
37,0.6467803359934778,93.88528138528139,2.0409183487114553,56.09184629803187,80.59981255857545,0.00016040801261367496,56.13870665417057
38,0.6344578670603889,93.95292207792208,2.031060364554726,54.686035613870665,81.16213683223992,0.00014831583923105002,56.13870665417057
39,0.606880559485196,94.6969696969697,1.8941902288680001,56.41986879100281,81.6776007497657,0.00013650237506511334,56.41986879100281
40,0.5964871459193044,94.77813852813853,1.972444937568797,56.09184629803187,81.34957825679476,0.00012500000000000008,56.41986879100281
41,0.5786392814540243,95.00811688311688,1.9287549576249878,56.794751640112466,80.88097469540769,0.00011384024124624333,56.794751640112466
42,0.543441374774103,95.9280303030303,1.9416010389287783,56.04498594189316,80.88097469540769,0.00010305368692688177,56.794751640112466
43,0.5350338983071314,96.03625541125541,2.00268895193697,56.794751640112466,82.05248359887536,9.26699022375407e-05,56.794751640112466
44,0.53480915499456,95.80627705627705,1.9138677725751712,56.98219306466729,82.47422680412372,8.271734841028555e-05,56.98219306466729
45,0.523512584306461,96.07683982683983,1.9124612733931214,57.77881911902531,82.09934395501406,7.322330470336315e-05,57.77881911902531
46,0.500615792937609,96.68560606060606,1.9581084629030236,58.013120899718835,81.53701968134958,6.421379363065152e-05,58.013120899718835
47,0.5110164253097592,96.60443722943722,1.9051341737333367,56.888472352389876,81.7713214620431,5.5713509635757295e-05,58.013120899718835
48,0.502304573499021,96.9426406926407,1.901219199948369,57.497656982193064,82.3805060918463,4.774575140626318e-05,58.013120899718835
49,0.4782235125700633,97.13203463203463,1.868045695943037,57.497656982193064,82.42736644798501,4.0332358013644026e-05,58.013120899718835
50,0.4749572140958918,96.98322510822511,1.8793311068245262,57.0759137769447,82.05248359887536,3.349364905389033e-05,58.013120899718835
